,"POLICY NUMBER","EFFECTIVE DATE","CANCEL DATE","EXPIRATION DATE","GOVERNING CLASS CODE","NAMED INSURED","CARRIER NAME","AGENCY NAME","AGENCY CITY","AGENCY STATE",EMPLOYER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,PHONE,"# OF EMPLOYEES FOR LOCATION","LOCATION EFFECTIVE DATE","LOCATION CANCEL DATE",NAICS,"WRAP-UP INDICATOR","PEO INDICATOR",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
532,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WBQ FLORIDA LLC","3389 SHERIDAN ST",NA,HOLLYWOOD,FL,330213606,BROWARD,NA,3,7/1/18,7/1/19,423940,N,Y,26.033026,-80.177707,1,rooftop,3389,"Sheridan St",Hollywood,FL,"Broward County",33021,US,Statewide2
533,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WEALTH ADVISORS INC","12518 W ATLANTIC BLVD",NA,"CORAL SPRINGS",FL,330714085,BROWARD,NA,3,7/1/18,7/1/19,523920,N,Y,26.23146,-80.293848,1,rooftop,12518,"W Atlantic Blvd","Pompano Beach",FL,"Broward County",33071,US,Statewide2
534,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WEALTH SOLUTIONS USA LLC","2525 PONCE DE LEON BLVD",NA,"CORAL GABLES",FL,331346037,DADE,NA,2,7/1/18,7/1/19,561311,N,Y,25.748213,-80.258165,1,rooftop,2525,"Ponce De Leon Blvd",Miami,FL,"Miami-Dade County",33134,US,"Miami-Dade County"
535,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WEB MEDIA GROUP LLC","1 HARVARD CIR",NA,"WEST PALM BEACH",FL,334091905,"PALM BEACH",NA,1,7/1/18,7/1/19,561311,N,Y,26.711778,-80.100581,1,rooftop,1,"Harvard Cir","West Palm Beach",FL,"Palm Beach County",33409,US,"Palm Beach County"
536,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WHITE DELIVERY MEDIA GROUP INC","150 S PINE ISLAND RD STE 500",NA,PLANTATION,FL,333242667,BROWARD,NA,27,7/1/18,7/1/18,561311,N,Y,26.118393,-80.262353,1,rooftop,150,"S Pine Island Rd","Fort Lauderdale",FL,"Broward County",33324,US,Broward
537,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WLS L C","9655 S DIXIE HWY",NA,PINECREST,FL,331562813,DADE,NA,1,7/1/18,7/1/19,561311,N,Y,25.680502,-80.315482,1,rooftop,9655,"S Dixie Hwy",Miami,FL,"Miami-Dade County",33156,US,"Miami-Dade County"
538,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"WYZOO LLC","100 SE 3RD AVE FL 10",NA,"FORT LAUDERDALE",FL,333940002,BROWARD,NA,2,7/1/18,7/1/19,561311,N,Y,26.121556,-80.139863,0.9,rooftop,100,"SE 3rd Ave","Fort Lauderdale",FL,"Broward County",33301,US,Broward
539,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"YIP CPA LLC","1001 W YAMATO RD",NA,"BOCA RATON",FL,334314403,"PALM BEACH",NA,7,7/1/18,7/1/19,561311,N,Y,26.396001,-80.108919,1,rooftop,1001,"W Yamato Rd","Boca Raton",FL,"Palm Beach County",33431,US,"Palm Beach County"
540,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"ZANIK INC","21189 NE 31ST PL",NA,MIAMI,FL,331803676,DADE,NA,2,7/1/18,7/1/19,561311,N,Y,25.971957,-80.137325,1,rooftop,21189,"NE 31st Pl",Ojus,FL,"Miami-Dade County",33180,US,"Miami-Dade County"
541,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"ZEUS FINANCIAL LLC","5002 T REX AVE STE 235",NA,"BOCA RATON",FL,334314433,"PALM BEACH",NA,14,3/1/19,7/1/19,561311,N,Y,26.633316,-80.094325,0.1,street_center,,"Rex Ct","Lake Worth",FL,"Palm Beach County",33461,US,"TIGER/Line® dataset from the US Census Bureau"
542,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"2BTUBE INC","2200 NW 2ND AVE",NA,MIAMI,FL,331274815,DADE,NA,3,7/1/18,7/1/19,519130,N,Y,25.797992,-80.199308,1,rooftop,2200,"NW 2nd Ave",Miami,FL,"Miami-Dade County",33127,US,"Miami-Dade County"
543,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"20/20 EYE CARE NETWORK INC","2900 W CYPRESS CREEK RD STE 4",NA,"FT LAUDERDALE",FL,333091715,BROWARD,NA,7,7/1/18,7/1/19,446130,N,Y,26.201818,-80.185203,1,rooftop,2900,"W Cypress Creek Rd","Fort Lauderdale",FL,"Broward County",33309,US,Broward
544,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"4F SALES INC","18851 NE 29TH AVE",NA,MIAMI,FL,331802808,DADE,NA,7,7/1/18,7/1/19,522298,N,Y,25.950095,-80.141784,1,rooftop,18851,"NE 29th Ave",Ojus,FL,"Miami-Dade County",33180,US,"Miami-Dade County"
545,C65440738,7/1/18,7/1/19,7/1/19,8832,"TRINET GROUP INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","USI INSURANCE SERVICES","COCONUT GROVE",FL,"4844 CORP","14200 NW 4TH ST",NA,SUNRISE,FL,333256226,BROWARD,NA,1,7/1/18,7/1/19,444190,N,Y,26.126574,-80.340444,1,rooftop,14200,"NW 4th St","Fort Lauderdale",FL,"Broward County",33325,US,Broward
546,C65715739,9/30/18,9/30/19,9/30/19,8803,"EXTENSIS GROUP LLC","INDEMNITY INSURANCE CO OF NORTH AMERICA","KEYSTONE RISK PARTNERS LLC",MEDIA,PA,"AESOP USA INC","160 NE 41ST ST SPC 120",NA,MIAMI,FL,331373516,DADE,NA,1,9/30/18,9/30/19,561499,N,Y,25.813987,-80.192328,1,range_interpolation,160,"NE 41st St",Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
547,C65715739,9/30/18,9/30/19,9/30/19,8803,"EXTENSIS GROUP LLC","INDEMNITY INSURANCE CO OF NORTH AMERICA","KEYSTONE RISK PARTNERS LLC",MEDIA,PA,"ERP MAESTRO INC","8050 SW 10TH ST",NA,PLANTATION,FL,333243285,BROWARD,2392934725,3,9/30/18,9/30/19,561499,N,Y,26.107497,-80.253384,1,rooftop,8050,"SW 10th St","Fort Lauderdale",FL,"Broward County",33324,US,Broward
548,C65715739,9/30/18,9/30/19,9/30/19,8803,"EXTENSIS GROUP LLC","INDEMNITY INSURANCE CO OF NORTH AMERICA","KEYSTONE RISK PARTNERS LLC",MEDIA,PA,"IVY REALTY SERVICES LLC","1 E BROWARD BLVD",NA,"FORT LAUDERDALE",FL,333011806,BROWARD,NA,1,9/30/18,9/30/19,561499,N,Y,26.122864,-80.142792,1,rooftop,1,"E Broward Blvd","Fort Lauderdale",FL,"Broward County",33301,US,Broward
549,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ABOUT PROJECT CONTROL LLC","800 W CYPRESS CREEK RD STE 260",NA,"FORT LAUDERDALE",FL,333092056,BROWARD,NA,1,10/1/18,10/1/19,561499,N,Y,26.202707,-80.153154,1,rooftop,800,"W Cypress Creek Rd","Fort Lauderdale",FL,"Broward County",33309,US,"City of Fort Lauderdale"
550,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ACADIUM FINANCIAL PARTNERS LLC","11505 FAIRCHILD GARDENS AVE ST","E 204","PALM BEACH GARD",FL,334102848,"PALM BEACH",NA,3,10/1/18,10/1/19,561499,N,Y,26.847108,-80.089893,1,rooftop,11505,"Fairchild Gardens Ave","West Palm Beach",FL,"Palm Beach County",33410,US,"Palm Beach County"
551,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ACCEL NORTH AMERICA INC","11690 NW 105TH ST",NA,MEDLEY,FL,331781103,DADE,NA,1,10/1/18,10/1/18,561499,N,Y,25.868169,-80.385331,1,rooftop,11690,"NW 105th St",Miami,FL,"Miami-Dade County",33178,US,"Miami-Dade County"
552,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ACTIVE LIFE AUDIOLOGY INC","12355 HAGEN RANCH RD UNIT 604",NA,"BOYNTON BEACH",FL,334374180,"PALM BEACH",NA,3,10/1/18,10/1/19,561499,N,Y,26.492742,-80.165484,1,rooftop,12355,"Hagen Ranch Rd","Boynton Beach",FL,"Palm Beach County",33437,US,"Palm Beach County"
553,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ADVANTAGE OPCO LLC","3900 NW 25TH ST STE 404",NA,MIAMI,FL,331426702,DADE,NA,31,10/1/18,10/1/19,561499,N,Y,25.798489,-80.259784,1,rooftop,3900,"NW 25th St",Miami,FL,"Miami-Dade County",33142,US,"Miami-Dade County"
554,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"AK CAPITAL LLC","9742 SW 184TH ST",NA,"CUTLER BAY",FL,331576987,DADE,NA,4,10/1/18,11/1/18,561499,N,Y,25.598608,-80.349406,1,range_interpolation,9742,"SW 184th St",Perrine,FL,"Miami-Dade County",33157,US,"TIGER/Line® dataset from the US Census Bureau"
555,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"AMERICA IN MOTION LLC","1111 RUSSELL DR APT A",NA,"HIGHLAND BEACH",FL,334874278,"PALM BEACH",NA,2,10/1/18,10/1/19,561499,N,Y,26.395721,-80.067438,1,rooftop,1111,"Russell Dr","Boca Raton",FL,"Palm Beach County",33487,US,"Palm Beach County"
556,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ANTHONY TRAVEL LLC","5821 SAN AMARO DR",NA,"CORAL GABLES",FL,331462402,DADE,NA,1,10/1/18,10/1/18,561499,N,Y,25.714624,-80.282487,1,rooftop,5821,"San Amaro Dr",Miami,FL,"Miami-Dade County",33146,US,"Miami-Dade County"
557,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ANTICA SARTORIA AMERICAS LLC","11701 LAKE VICTORIA GARDENS AV","E STE 1104","PALM BEACH GARD",FL,334102704,"PALM BEACH",5617791777,4,10/1/18,3/18/19,NA,N,Y,26.849676,-80.094633,1,rooftop,11701,"Lake Victoria Gardens Ave","West Palm Beach",FL,"Palm Beach County",33410,US,"Palm Beach County"
558,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ASSET CAMPUS USA LLC","10899 SW 4TH ST",NA,MIAMI,FL,331744402,DADE,NA,1,10/1/18,10/1/19,561499,N,Y,25.765437,-80.372161,1,rooftop,10899,"SW 4th St",Miami,FL,"Miami-Dade County",33174,US,"Miami-Dade County"
559,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"AXXIOME AMERICAS INC","815 NW 57TH AVE STE 203",NA,MIAMI,FL,331262041,DADE,3052641057,1,10/1/18,10/1/18,561499,N,Y,25.780029,-80.287896,1,rooftop,815,"NW 57th Ave",Miami,FL,"Miami-Dade County",33126,US,"Miami-Dade County"
560,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"BASULTO ROBBINS & ASSOCIATES LLP","14160 PALMETTO FRONTAGE RD STE",2,"MIAMI LAKES",FL,33016,DADE,NA,16,10/1/18,10/1/19,561499,N,Y,25.902334,-80.329159,1,rooftop,14160,"Palmetto Frontage Rd","Hialeah Gardens",FL,"Miami-Dade County",33016,US,"Miami-Dade County"
561,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"BATTEN CONSTRUCTION INC","1400 CLARE AVE",NA,"WEST PALM BEACH",FL,334016995,"PALM BEACH",NA,3,10/1/18,10/1/19,561499,N,Y,26.698382,-80.063285,1,rooftop,1400,"Clare Ave","West Palm Beach",FL,"Palm Beach County",33401,US,"Palm Beach County"
562,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"BLACK DRAGON CAPITAL LLC","6400 BOYNTON BEACH BLVD STE 74",486,"BOYNTON BEACH",FL,334373506,"PALM BEACH",NA,1,10/1/18,10/1/18,561499,N,Y,26.527086,-80.145799,1,rooftop,6400,"Boynton Beach Blvd","Boynton Beach",FL,"Palm Beach County",33437,US,"Palm Beach County"
563,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"BLINKBIO INC","5353 PARKSIDE DR # MC17",NA,JUPITER,FL,334582906,"PALM BEACH",NA,8,10/1/18,10/1/18,561499,N,Y,26.888164,-80.117689,1,rooftop,5353,"Parkside Dr",Jupiter,FL,"Palm Beach County",33458,US,"Palm Beach County"
564,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"BMJ PUBLISHING INC","6180 W 10TH AVE",NA,HIALEAH,FL,330126404,DADE,3032250400,1,10/1/18,10/1/19,561499,N,Y,25.878807,-80.303562,1,rooftop,6180,"W 10th Ave",Hialeah,FL,"Miami-Dade County",33012,US,"Miami-Dade County"
565,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"CHRONWELL INC","150 S PINE ISLAND RD STE 300",NA,PLANTATION,FL,333242665,BROWARD,NA,8,10/1/18,10/1/19,561499,N,Y,26.118393,-80.262353,1,rooftop,150,"S Pine Island Rd","Fort Lauderdale",FL,"Broward County",33324,US,Broward
566,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"COMUNICACIONES LLC","1200 ANASTASIA AVE STE 100",NA,"CORAL GABLES",FL,331346356,DADE,NA,29,10/1/18,10/1/19,561499,N,Y,25.74076,-80.278587,1,rooftop,1200,"Anastasia Ave",Miami,FL,"Miami-Dade County",33134,US,"Miami-Dade County"
567,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"COMUNICACIONES LLC","5155 CORPORATE WAY STE D2",NA,JUPITER,FL,334584356,"PALM BEACH",NA,62,10/1/18,10/1/19,561499,N,Y,26.88719,-80.105703,1,rooftop,5155,"Corporate Way",Jupiter,FL,"Palm Beach County",33458,US,"Palm Beach County"
568,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"CONVERGED SERVICES INC","800 W CYPRESS CREEK RD STE 260",NA,"FORT LAUDERDALE",FL,333092056,BROWARD,NA,3,10/1/18,10/1/19,541519,N,Y,26.202707,-80.153154,1,rooftop,800,"W Cypress Creek Rd","Fort Lauderdale",FL,"Broward County",33309,US,"City of Fort Lauderdale"
569,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"CORSIS LLC","950 PENINSULA CORPORATE CIR ST","E 1024","BOCA RATON",FL,334871385,"PALM BEACH",NA,4,10/1/18,10/1/19,541820,N,Y,26.42101,-80.097391,1,rooftop,950,"Peninsula Corporate Cir","Boca Raton",FL,"Palm Beach County",33487,US,"Palm Beach County"
570,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"COSMEDICAL TECHNOLOGIES LLC","3961 SW 47TH AVE",NA,DAVIE,FL,333142808,BROWARD,NA,8,10/1/18,10/1/19,561499,N,Y,26.07295,-80.213809,1,rooftop,3961,"SW 47th Ave","Fort Lauderdale",FL,"Broward County",33314,US,Broward
571,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"DUAL COMMERCIAL LLC","110 E BROWARD BLVD STE 1739",NA,"FORT LAUDERDALE",FL,333013503,BROWARD,NA,1,10/1/18,1/27/19,561499,N,Y,26.121915,-80.141851,1,rooftop,110,"E Broward Blvd","Fort Lauderdale",FL,"Broward County",33301,US,"City of Fort Lauderdale"
572,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"ENOCHIAN BIOSCIENCES INC","3250 NE 1ST AVE STE 305",NA,MIAMI,FL,331374295,DADE,NA,1,10/1/18,10/1/19,561499,N,Y,25.807094,-80.193419,1,rooftop,3250,"NE 1st Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
573,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"EXCHANGE VENTURE INC","1951 NW 7TH AVE STE 600",NA,MIAMI,FL,331361128,DADE,NA,1,10/1/18,10/1/18,561499,N,Y,25.79466,-80.206795,1,rooftop,1951,"NW 7th Ave",Miami,FL,"Miami-Dade County",33136,US,"Miami-Dade County"
574,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"FLORIDA DENTAL TEAM LLC","6710 W SUNRISE BLVD STE 111",NA,PLANTATION,FL,333136066,BROWARD,NA,2,10/1/18,10/1/19,561499,N,Y,26.138722,-80.240023,1,rooftop,6710,"W Sunrise Blvd","Fort Lauderdale",FL,"Broward County",33313,US,Broward
575,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"GREENSHIFT CORP","88 SW 7TH ST APT 3801",NA,MIAMI,FL,331303775,DADE,NA,1,10/1/18,7/13/19,561499,N,Y,25.772887,-80.206173,1,range_interpolation,88,"Us Hwy 441",Miami,FL,"Miami-Dade County",33130,US,"TIGER/Line® dataset from the US Census Bureau"
576,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"GRUPO ASI INC","5760 SW 56TH ST",NA,MIAMI,FL,331556341,DADE,NA,1,10/1/18,10/1/18,561499,N,Y,25.71862,-80.287495,1,rooftop,5760,"SW 56th St",Miami,FL,"Miami-Dade County",33155,US,"Miami-Dade County"
577,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"HANDYU INC","601 BRICKELL KEY DR STE 501",NA,MIAMI,FL,331312699,DADE,NA,15,10/1/18,10/1/19,561499,N,Y,25.766911,-80.186056,1,rooftop,601,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
578,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"HARRCO TRANSPORTATION SERVICES INC","5079 N DIXIE HWY UNIT 356",NA,"OAKLAND PARK",FL,333344000,BROWARD,NA,3,10/1/18,10/1/19,621210,N,Y,26.189684,-80.133379,1,rooftop,5079,"N Dixie Hwy","Fort Lauderdale",FL,"Broward County",33334,US,Statewide2
579,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"HEADWIN INTERNATIONAL LOGISTICS LLC","7900 OAK LN STE 400",NA,"MIAMI LAKES",FL,330165888,DADE,8179168620,4,10/1/18,10/1/18,561499,N,Y,25.908164,-80.329742,1,rooftop,7900,"Oak Ln","Hialeah Gardens",FL,"Miami-Dade County",33016,US,"Miami-Dade County"
580,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"HEMPEL USA INC","2105 NW 115TH AVE",NA,MIAMI,FL,331724920,DADE,NA,1,10/1/18,10/1/19,561499,N,Y,25.77193,-80.38183,1,rooftop,2105,"NW 115th Ave",Miami,FL,"Miami-Dade County",33172,US,Statewide2
581,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"HOME BASED TRAVEL EXPERTS LLC","2307 W BROWARD BLVD STE 400",NA,"FORT LAUDERDALE",FL,333121420,BROWARD,NA,2,10/1/18,10/1/19,561499,N,Y,26.122389,-80.173647,1,rooftop,2307,"W Broward Blvd","Fort Lauderdale",FL,"Broward County",33312,US,Loveland
582,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"INNOTECH SECURITY INC","1500 W COPANS RD STE A11",NA,"POMPANO BEACH",FL,330641528,BROWARD,NA,5,10/1/18,10/1/19,561499,N,Y,26.260001,-80.145105,1,rooftop,1500,"W Copans Rd","Pompano Beach",FL,"Broward County",33064,US,Broward
583,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"J D STARON LLC","1855 GRIFFIN RD",NA,"DANIA BEACH",FL,330042200,BROWARD,NA,1,10/1/18,10/1/18,561499,N,Y,26.060168,-80.161522,1,rooftop,1855,"Griffin Rd",Dania,FL,"Broward County",33004,US,Broward
584,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"LIGGETT & WEBB PA","1901 S CONGRESS AVE STE 110",NA,"BOYNTON BEACH",FL,334266549,"PALM BEACH",NA,4,10/1/18,10/1/19,561499,N,Y,26.51136,-80.091073,1,rooftop,1901,"S Congress Ave","Boynton Beach",FL,"Palm Beach County",33426,US,"Palm Beach County"
585,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"LIGHTHOUSE INVESTMENT PARTNERS LLC","3801 PGA BLVD STE 500",NA,"PALM BEACH GARD",FL,334102707,"PALM BEACH",5617410820,45,10/1/18,10/1/19,561499,N,Y,26.845396,-80.092838,1,rooftop,3801,"Pga Blvd","West Palm Beach",FL,"Palm Beach County",33410,US,"Palm Beach County"
586,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"LOPEZ LEVI & ASSOCIATES LLC","15600 SW 288TH ST STE 401",NA,HOMESTEAD,FL,330331223,DADE,NA,4,10/1/18,10/1/19,561499,N,Y,25.49926,-80.44342,1,rooftop,15600,"SW 288th St",Homestead,FL,"Miami-Dade County",33033,US,Statewide2
587,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"LUXURY LINK LLC","2307 W BROWARD BLVD STE 400",NA,"FORT LAUDERDALE",FL,333121420,BROWARD,NA,5,10/1/18,10/1/19,561499,N,Y,26.122389,-80.173647,1,rooftop,2307,"W Broward Blvd","Fort Lauderdale",FL,"Broward County",33312,US,Loveland
588,C6573073A,10/1/18,10/1/19,10/1/19,9012,"INSPERITY INC","INDEMNITY INSURANCE CO OF NORTH AMERICA","LOCKTON COMPANIES LLC",HOUSTON,TX,"MARLINK INC","3233 SW 2ND AVE",NA,"FORT LAUDERDALE",FL,333153335,BROWARD,NA,2,10/1/18,10/1/19,561499,N,Y,26.084125,-80.142241,1,rooftop,3233,"SW 2nd Ave","Fort Lauderdale",FL,"Broward County",33315,US,Broward
